	WT_F1	WT_F2	WT_M3	WT_M4	rd10_F4	rd10_F3	rd10_F2	rd10_F1	rd10_M8	rd10_M6	rd10_M7	rd10_M5
Vmn1r52	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r53	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r54	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r55	1	4	0	0	2	10	3	3	3	5	2	0
Vmn1r56	0	1	0	0	2	1	0	3	1	4	1	0
Vmn1r57	1	0	0	0	3	7	0	6	8	2	4	0
Vmn1r58	0	1	0	0	0	0	0	0	0	0	0	0
Vmn1r59	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r6	6	0	2	2	1	1	0	1	4	0	1	2
Vmn1r60	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r61	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r62	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r63	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r64	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r65	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r66	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r67	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r68	0	0	0	0	0	0	0	0	0	0	0	1
Vmn1r69	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r70	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r71	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r72	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0	0	0	1	0	0	0
Vmn1r74	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r76	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r77	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r78	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	0	0	0	3	0	0	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	1	0	0	0	0	0	0
Vmn1r85	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r87	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r89	0	1	0	0	0	0	0	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r90	4	3	3	7	6	6	4	3	14	6	0	4
Vmn1r91	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps100	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps102	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps103	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps104	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps105	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps106	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps108	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps109	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps11	0	0	0	0	0	1	1	1	2	0	0	0
Vmn2r-ps110	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps111	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps114	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps115	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps116	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps117	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps118	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps120	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps121	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps122	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps123	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps124	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps125	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps126	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps127	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps128	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps129	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps130	0	0	0	0	2	0	0	1	0	0	0	0
Vmn2r-ps131	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps132	0	0	0	0	1	1	0	0	0	1	0	0
Vmn2r-ps133	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps134	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps139	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps149	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps15	0	0	1	0	0	0	0	0	0	0	0	0
Vmn2r-ps159	17	17	16	24	30	25	27	36	33	42	23	36
Vmn2r-ps16	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps17	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps18	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps19	0	0	0	2	1	0	2	1	3	1	1	4
Vmn2r-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps20	3	9	6	2	15	12	3	7	9	14	13	4
Vmn2r-ps21	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r-ps23	0	3	1	0	0	0	2	0	0	0	0	0
Vmn2r-ps24	0	3	4	3	6	0	1	0	1	2	2	4
Vmn2r-ps25	8	2	5	1	2	0	1	3	4	0	1	4
Vmn2r-ps26	0	0	0	0	0	0	1	0	0	0	0	0
Vmn2r-ps3	1	2	0	2	3	0	1	2	2	0	3	4
Vmn2r-ps31	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps32	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps33	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps34	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps35	0	0	0	0	1	2	0	0	0	2	1	1
Vmn2r-ps36	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps37	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps38	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps40	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps41	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps42	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps43	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps44	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps45	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r-ps46	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps47	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps49	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps51	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps52	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps53	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps54	6	6	5	2	14	15	13	8	13	18	9	5
Vmn2r-ps55	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps56	0	1	0	0	2	0	1	2	3	2	1	1
Vmn2r-ps57	0	0	0	0	0	0	0	1	0	0	0	0
Vmn2r-ps58	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps59	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps60	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps61	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps62	0	0	0	0	1	0	0	0	0	1	0	0
Vmn2r-ps64	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps65	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps66	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps67	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps68	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps69	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps70	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps72	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps73	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps75	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps76	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps77	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps78	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps79	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps80	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps81	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps82	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps83	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps84	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps85	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps86	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps87	1	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps88	2	0	2	1	4	3	3	8	4	12	1	6
Vmn2r-ps89	4	5	9	3	8	10	2	9	7	7	2	4
Vmn2r-ps9	0	1	1	0	2	1	1	0	0	0	0	0
Vmn2r-ps91	2	7	3	4	4	2	0	2	2	1	2	0
Vmn2r-ps92	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps94	0	0	0	1	0	0	0	1	1	1	0	0
Vmn2r-ps95	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps96	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps97	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps98	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps99	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1	32	32	28	47	38	21	27	29	45	36	19	42
Vmn2r10	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r100	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r101	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r102	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r103	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r104	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r105	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r106	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r107	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r108	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r109	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r11	0	0	0	0	0	0	0	0	0	0	0	1
Vmn2r110	0	0	1	1	1	3	1	1	2	1	1	1
Vmn2r111	0	0	0	0	1	0	0	0	0	0	1	0
Vmn2r112	4	1	0	4	3	3	1	0	1	0	0	1
Vmn2r113	1	0	0	0	0	0	0	0	0	0	0	0
Vmn2r114	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r115	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r116	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r117	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r118	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r12	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r120	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r121	0	5	0	1	5	3	0	1	0	0	1	1
Vmn2r124	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r125	3	3	2	2	2	7	5	7	6	2	3	2
Vmn2r126	0	0	0	0	0	0	0	0	0	0	0	1
Vmn2r127	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r128	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r13	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r14	0	0	0	0	0	0	0	1	0	0	0	0
Vmn2r15	1	0	0	0	0	0	0	1	0	1	0	0
Vmn2r16	0	0	0	0	1	0	0	0	0	0	0	0
Vmn2r17	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r18	1	0	0	0	0	3	0	0	1	0	0	2
Vmn2r19	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r2	6	1	3	4	4	1	4	4	7	5	3	5
Vmn2r20	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r21	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r23	0	0	0	0	1	0	0	0	0	0	0	0
Vmn2r24	0	0	0	0	1	2	2	1	2	1	0	0
Vmn2r25	0	2	0	0	0	1	0	0	1	1	0	0
Vmn2r26	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r27	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r28	0	2	2	1	5	3	0	1	2	0	1	1
Vmn2r29	5	6	8	5	7	4	11	6	11	11	3	4
Vmn2r3	0	0	0	0	2	5	1	3	1	3	6	6
Vmn2r30	0	1	0	1	0	1	0	0	1	0	2	1
Vmn2r31	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r32	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r33	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r34	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r35	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r36	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r37	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r38	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r39	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	0	0	1	0	0	0	0	1	1	0	0	1
Vmn2r40	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r41	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r42	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r43	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r44	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r45	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r47	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r48	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r49	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r5	1	0	6	0	1	3	0	2	4	1	6	4
Vmn2r50	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r51	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r52	0	0	0	1	0	0	0	0	0	0	0	0
Vmn2r53	4	2	2	3	4	4	3	6	3	3	3	0
Vmn2r54	0	0	1	0	0	0	0	1	1	0	1	1
Vmn2r55	0	1	0	0	0	3	1	0	0	0	0	2
Vmn2r56	1	0	0	1	0	1	0	1	5	1	0	1
Vmn2r57	36	37	40	46	64	37	54	48	61	55	45	63
Vmn2r58	0	0	0	0	0	1	0	0	0	0	0	0
Vmn2r59	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r6	0	0	3	0	0	0	1	0	2	1	1	2
Vmn2r60	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r61	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r62	0	0	1	0	0	1	1	0	0	0	0	0
Vmn2r63	0	0	0	0	1	0	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0	0	1	0	0	0	0
Vmn2r67	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	1	0	0	0	0	0	0
Vmn2r7	3	3	14	0	2	4	3	8	7	8	4	8
Vmn2r70	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r71	1	0	0	0	0	0	0	0	0	0	0	0
Vmn2r72	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r73	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r76	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r77	0	1	0	1	0	1	1	0	1	2	1	1
Vmn2r78	0	0	0	0	0	0	1	0	0	0	0	0
Vmn2r79	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r8	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r80	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r81	0	0	0	0	0	0	0	0	0	0	1	1
Vmn2r82	0	0	1	0	2	0	0	0	0	1	0	0
Vmn2r83	11	23	15	23	1	1	5	3	2	3	8	5
Vmn2r84	18	32	27	39	71	50	43	42	64	61	36	55
Vmn2r85	4	5	5	5	13	9	12	7	15	7	6	7
Vmn2r86	1	1	1	0	1	3	2	2	4	6	2	1
Vmn2r87	13	15	9	15	25	17	14	15	18	19	18	23
Vmn2r88	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r89	16	16	12	20	35	32	35	34	47	24	23	26
Vmn2r9	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r90	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r91	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r92	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r93	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r94	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r95	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r96	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r97	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r98	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r99	0	0	0	0	0	0	0	0	0	0	0	0
Vmo1	11	13	4	4	9	5	1	3	2	3	1	6
Vmp1	1723	1763	1779	2413	1776	1344	1755	2140	2157	1926	1645	2009
Vnn1	4	3	4	0	2	2	3	3	5	2	0	3
Vnn3	2	0	0	1	4	3	0	5	5	1	2	6
Vopp1	15243	17681	15636	22042	5575	5926	7759	6179	5905	7059	7556	6663
Vpreb1	1	0	1	2	0	5	2	1	2	4	0	4
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb3	3	21	21	17	23	11	12	8	24	9	10	19
Vps11	2509	2811	2699	2639	3102	2383	2768	2970	3215	2953	2529	3384
Vps13a	1087	1123	1036	1246	1777	1466	1519	1550	2022	1802	1279	1757
Vps13b	4053	4845	4077	4915	4252	3619	3759	4451	4863	4666	3770	4529
Vps13c	3590	4476	3386	4217	6416	5580	5341	5904	7269	6899	5090	6056
Vps13d	6376	7887	6341	7644	8501	6934	7031	7953	9248	8464	6702	8089
Vps16	1299	1660	1346	1454	1630	1385	1525	1473	1672	1566	1375	1516
Vps18	1635	1825	1689	1825	1565	1302	1504	1646	1732	1576	1523	1667
Vps25	4	5	8	9	8	8	6	8	13	11	3	9
Vps26a	1191	1235	1227	1419	1734	1215	1370	1636	1882	1725	1372	1886
Vps26b	2574	2868	2709	3125	3502	2623	3288	3398	4199	3627	3119	3770
Vps26c	807	912	858	977	1216	890	930	982	1216	1068	895	1003
Vps28	1770	1733	2025	2144	2530	1925	2372	2388	2613	2447	2197	2600
Vps29	2051	2386	2158	2753	2390	1971	2311	2544	2932	2465	2144	2690
Vps33a	2893	3222	3104	3519	4236	3246	3822	4223	4715	4213	3481	4698
Vps33b	787	1003	746	963	787	693	653	769	824	812	688	714
Vps35	4375	4853	4982	6067	6523	4673	5863	5965	7473	6339	5145	6941
Vps35l	1276	1498	1496	1496	1993	1517	1675	1937	2101	1858	1551	2030
Vps36	1468	1657	1483	1780	1412	1140	1340	1449	1514	1435	1296	1541
Vps37a	5576	6618	5271	7202	4108	4509	4857	4747	4888	5154	4571	4798
Vps37b	602	718	599	757	562	408	546	701	619	605	504	652
Vps37c	1726	2101	1995	2226	1129	1097	1373	1581	1212	1429	1468	1308
Vps37d	248	265	271	289	433	289	347	409	406	417	333	487
Vps39	2038	2547	2297	2529	3109	2418	2800	2988	3336	3078	2516	3206
Vps41	3347	3773	3755	4250	5423	3860	5167	5174	6368	5498	4304	5934
Vps45	886	916	1008	1142	1250	942	1238	1196	1378	1184	1003	1198
Vps4a	2373	2686	2577	3162	3050	2263	2863	3038	3527	3104	2649	3260
Vps4b	1226	1487	1317	1471	1705	1305	1466	1510	1842	1571	1254	1814
Vps50	1170	1369	1221	1591	1453	1104	1332	1321	1743	1519	1137	1537
Vps51	1113	1246	1028	1304	1165	987	1111	1336	1286	1185	1090	1157
Vps52	1884	2106	2011	2190	2600	2040	2273	2516	2711	2433	2195	2533
Vps53	1769	2019	1913	2209	1850	1535	1912	1867	2279	1992	1726	2261
Vps54	1507	1954	1794	2024	1647	1369	1601	1586	1762	1754	1440	1678
Vps72	1108	1285	1127	1324	1192	936	1100	1298	1298	1287	1094	1248
Vps8	1977	2350	2184	2287	2433	1947	2302	2423	2771	2363	2005	2661
Vps9d1	1086	1232	1181	1365	1260	1091	1117	1352	1254	1334	1102	1206
Vrk1	811	958	750	976	662	607	673	708	791	712	549	890
Vrk2	19	21	35	9	37	22	26	30	35	18	34	31
Vrk3	1145	1373	1254	1451	1169	1007	1177	1129	1227	1190	1033	1128
Vrtn	3	0	2	0	0	0	0	0	0	0	0	0
Vsig1	0	0	0	0	0	0	0	0	0	0	0	0
Vsig10	119	117	147	120	282	226	265	391	301	266	225	326
Vsig10l	177	182	185	198	224	246	215	280	255	276	231	244
Vsig2	65	77	68	55	109	108	83	76	87	112	78	61
Vsig4	0	0	0	0	0	0	0	0	0	2	0	0
Vsig8	1	3	4	4	6	3	6	9	7	6	6	8
Vsir	80	95	123	106	476	323	408	428	503	388	316	489
Vsnl1	3633	3654	3735	4771	6157	4357	5754	6145	7385	6350	5175	7227
Vstm2a	1710	1733	1713	2119	3280	2229	2997	3148	3713	3472	2565	3772
Vstm2b	1024	1147	1094	1294	2272	1594	1844	2208	2609	2328	1781	2423
Vstm2l	952	998	926	1204	1464	990	1311	1581	1613	1584	1230	1937
Vstm4	120	106	188	112	250	210	210	262	336	366	239	308
Vstm5	101	139	105	136	270	155	192	207	256	214	163	242
Vsx1	901	979	902	1090	2058	1385	1691	1733	2309	1828	1373	2035
Vsx2	5941	6229	6971	6983	18753	14252	15854	17661	20999	16729	13914	18716
Vta1	543	657	596	768	746	569	712	735	870	739	627	819
Vtcn1	1	0	0	1	5	0	0	1	1	1	1	0
Vti1a	1386	1459	1410	1690	1883	1373	1684	1870	2034	1733	1481	2105
Vti1b	1364	1450	1495	1863	1884	1380	1793	1794	2071	1904	1555	2138
Vtn	21347	22479	21180	26490	5498	7559	9471	6205	5700	8116	10009	7109
Vwa1	183	198	192	226	363	249	321	418	404	360	316	325
Vwa2	2	2	5	3	4	1	5	6	5	4	4	4
Vwa3a	9	17	6	12	15	26	24	26	36	32	28	38
Vwa3b	0	0	1	0	0	1	1	5	0	2	2	0
Vwa5a	397	369	657	393	1277	828	1093	1421	1448	1293	1087	1342
Vwa5b1	129	134	115	133	279	212	202	227	281	241	178	257
Vwa5b2	341	332	287	335	634	575	476	570	667	587	467	568
Vwa7	79	72	91	79	165	181	109	163	178	132	142	161
Vwa8	1595	1674	1792	1740	2489	1869	2050	2223	2755	2464	2007	2471
Vwc2	382	417	411	520	683	485	591	728	769	697	514	667
Vwc2l	430	514	416	586	1026	748	879	960	1263	960	747	1079
Vwce	4	7	6	4	7	4	2	6	4	5	6	2
Vwde	0	0	0	0	18	0	1	0	0	0	0	0
Vwf	275	251	320	180	1119	822	823	1092	933	749	660	813
Vxn	29	27	18	44	70	43	68	63	80	72	45	91
Wac	3998	4561	4359	5347	4914	3901	4758	4791	5816	5523	4432	5577
Wap	0	0	0	0	0	0	0	0	0	0	0	0
Wapl	4574	5731	4501	6070	3357	3053	3690	3301	3918	3816	3214	3612
Wars	2312	2526	2389	2704	3438	2537	2882	3219	3713	3191	2868	3503
Wars2	346	450	354	435	360	358	377	404	459	383	335	416
Was	4	4	1	2	35	33	27	51	47	43	26	32
Wasf1	890	1012	841	953	1316	957	1139	1396	1568	1367	1220	1474
Wasf2	762	914	1134	869	1422	1023	1015	1232	1268	1247	1050	1134
Wasf3	8063	9688	8088	10744	7879	6054	7382	7477	8997	8181	7404	8398
Washc1	1029	1240	1096	1149	1126	859	1022	1024	1061	1120	1022	999
Washc2	2563	2737	2551	3024	3564	2674	3028	3404	3596	3368	2700	3620
Washc3	304	305	359	359	449	310	367	388	466	392	342	437
Washc4	1356	1721	1384	1769	1953	1587	1780	1907	2190	2115	1664	1897
Washc5	1428	1686	1601	1605	2022	1481	1748	1890	2189	2048	1625	1975
Wasl	2524	2950	2690	3211	3230	2589	2886	3233	3809	3416	2860	3491
Wbp1	1266	1497	1484	1560	1452	1217	1213	1329	1420	1373	1285	1223
Wbp11	1859	2076	2032	2156	2553	1955	2241	2713	2850	2477	2052	2787
Wbp1l	1715	1973	1930	1957	2289	1696	1942	2199	2382	2205	2033	2149
Wbp2	8371	8489	9024	9334	11634	8382	10069	11699	11878	10462	9771	11983
Wbp2nl	2	1	0	0	0	0	1	0	1	1	3	4
Wbp4	1772	2023	1740	2371	1753	1477	1618	1759	1999	1798	1579	1947
Wbscr25	3	4	1	4	5	12	0	6	5	5	4	4
Wdcp	660	857	640	741	577	507	565	550	683	689	561	500
Wdfy1	656	736	632	760	692	632	662	728	750	767	571	764
Wdfy2	1573	1962	1633	2061	1747	1521	1658	1769	1964	1961	1723	1638
Wdfy3	13056	15528	12230	14583	13967	12089	12667	14674	15126	14995	12640	13687
Wdfy4	4	10	22	7	60	72	63	76	79	71	82	67
Wdhd1	149	250	157	209	192	174	191	200	210	213	195	239
Wdpcp	261	305	335	388	305	206	304	315	345	304	262	305
Wdr1	4292	4806	4972	5113	6843	4911	6244	10375	7693	7288	6524	7570
Wdr11	1845	2173	2055	2255	2656	2027	2485	2663	2918	2692	2201	2986
Wdr12	768	938	766	988	1062	863	1027	1066	1327	1203	917	1036
Wdr13	2754	3178	3085	3422	4611	3413	3912	4390	5086	4548	3767	4970
Wdr17	8364	10182	8138	11487	2205	3209	3618	2599	2291	3200	3641	2931
Wdr18	1232	1436	1321	1381	1496	1156	1350	1517	1677	1444	1363	1356
Wdr19	1446	1604	1419	1770	1372	1153	1269	1288	1423	1387	1161	1323
Wdr20	1879	2301	1817	2292	1198	1080	1152	1182	1339	1241	1195	1350
